s,DialogId,turn,Type,ID,text,label,persuasion,Topic,source
987,1317198376094425088,2,CN,1317203939415252993, a disgrace isnt it? hope you weren't thinking a mass genocide was a good thing! never has been if u look back in history,1,emotions,Religious,ContextCounter
934,1300813217078411264,0,HS,1300813217078411264,"I’m so sick of white people invoking Reverend Dr. King and John Lewis to try and create docile negroes. 

They both protested peacefully and y’all assassinated one and nearly beat the other to death.",0,reasons,Racism,ContextCounter
935,1300813217078411264,1,CN,1300816805016023041," Hordes of people, arm and arm, peacefully marching is the only thing that will work. Violence is NEVER the answer. Those are lessons from King and Lewis that transcend color. Most of us don't beat up POC. Just like most POC aren't criminals. Stop demonizing all whites. Its dumb.",1,reasons,Racism,ContextCounter
940,1300813217078411264,6,CN,1300813539423195141, Man don’t even bother with the ignorant ...we know what it is November is coming,1,reasons,Racism,ContextCounter
1248,1513600826840948742,0,HS,1513600826840948742,"I hate it when people keep on body shaming me, so what if I'm fat and so what if I gain a bit more weight. You don't know what I've been through, my closest friend Jas knows what I've been through and she's always there for me and I'm always there for her! Just stop please!",0,emotions,Other,ContextCounter
1249,1513600826840948742,1,CN,1513602300807458816," I'm overweight, don't worry, being stick thin is awful too just ignore people who judge you or make rude comments.",1,emotions,Other,ContextCounter
795,1391512412625461252,0,HS,1391512412625461252,ethnicity vs culture vs race. 🪡🧵 rts appreciated bc i’m sick of white people crying when i say there’s no such thing as white culture,0,reasons,Racism,ContextCounter
796,1391512412625461252,1,CN,1391693733503066113," What about ballet, classical music, opera, punk rock? are those not white culture?",1,emotions,Racism,ContextCounter
1250,1472956112219643910,0,HS,1472956112219643910,   I really hate women on this Twitter app🥴. It’s “ Protect Black Women” on Instagram then y’all come over here and talk about the other black women get ut together sis. Mentally you 89 if you think just because you spent time in jail your not right mentally girl please.,0,reasons,Sexism,ContextCounter
1251,1472956112219643910,1,CN,1473000889585709060,    So being jailed isn’t traumatic now? 🤦🏾‍♀️,1,emotions,Sexism,ContextCounter
180,1399818211340783620,0,HS,1399818211340783620,Fuck women who think like this https://t.co/qoWJa9WYLA,0,reasons,Sexism,ContextCounter
181,1399818211340783620,1,CN,1399865480135991298, Seeing that honestly hurts I've attempted trying to end my own life plenty of times and seeing shit like that being said makes believe that maybe people really don't care if you do die just because you were born I'm sorry for the suicidal men in their lives,1,emotions,Sexism,ContextCounter
953,1297333417760227329,0,HS,1297333417760227329,"bitch wtf, are you serious?? chen is extremely handsome &amp; attractive, member popularity ranking in the group doesn’t matter, and neither does looks, everyone in EXO is a visual, and i mean all NINE of them, especially Jongdae, whoever said deserves jail time 🤚 https://t.co/KcRXasIANk",0,reasons,Other,ContextCounter
954,1297333417760227329,1,CN,1297336078177714176, Why would people ask that kind of question 🤷‍♀️and also the question below “what is the difference between exo and exo L” lollll,1,emotions,Other,ContextCounter
199,1474914954427830278,0,HS,1474914954427830278,I don’t like old people. Why are we leaving by 3?,0,reasons,Other,ContextCounter
200,1474914954427830278,1,CN,1475056049724010499," Na you suppose dey on stage, cos you're Rude!",1,reasons,Other,ContextCounter
1116,1394172593868005378,0,HS,1394172593868005378,another reason why i hate men https://t.co/o9IvzAjWHI,0,reasons,Sexism,ContextCounter
1117,1394172593868005378,1,CN,1394434635992649735," Objectively speaking, like if we don’t put any gender bias in it at all, this logic would make sense for why a man should be praised, but makes absolutely no sense for why a woman should be looked down on. Which they usually are.",1,reasons,Sexism,ContextCounter
1118,1394172593868005378,2,CN,1394322293866778624, This is BS because I know men who have women throwing themselves at them on a daily if you look fine you dont gotta work for it unfortunately 😭,1,reasons,Sexism,ContextCounter
1119,1394172593868005378,3,CN,1394385230518177798," Y’all seem to have missed the point so let me try this:

If 2 people are standing in front of you and they both have abs. 1 person was skinny their whole life till now and the second person was fat their who life till now. Is it the same?",1,emotions,Sexism,ContextCounter
1120,1394172593868005378,4,CN,1394378791431061506, lol if he  has  to put in “work” to “get the bodies”’then it sounds like buddy  needs to sort out his priorities. Lol like if you gotta do all of that just to get some then clearly the audience isn’t that impressed with the product https://t.co/onZWMloYVY,1,reasons,Sexism,ContextCounter
1121,1394172593868005378,5,CN,1394357070791680000,  This made no logical sense. There’s definitely men out there that never really had to chase for no pussy. There are women who had to chase after dick. Why make morals a whole competition to come up with this bs narrative?,1,reasons,Sexism,ContextCounter
793,1514504454225027076,0,HS,1514504454225027076,"I come from two Indias.

In one,  is allowed to travel abroad because its ""just 10-12 crore""

In another,  gets acquitted on his hate speech against Hindus because ""not enough evidence"".

But in both, Muslims are victims of oppression.",0,credibility,Religious,ContextCounter
794,1514504454225027076,1,CN,1514506464765046785,   lets remember varun gandhi was also acquitted for his hate speech. please dont suffer from selective amnesia.,1,reasons,Religious,ContextCounter
893,534930558301007872,0,HS,534930558301007872,i hate gays get that shit outta here😤😷,0,reasons,Sexism,ContextCounter
894,534930558301007872,1,CN,534931157759311872,"“: i hate gays get that shit outta here😤😷” this tweet gave me cancer and Ebola, stupid fuckers these days fr 😓",1,reasons,Sexism,ContextCounter
1252,1493344715101675528,0,HS,1493344715101675528,"OK, deep breath.

Without Labour starting, by infinitely small, baby steps, to shine the tiniest chink of light on the folly of Brexit, Brexit will continue forever.

Until every last one of us is dust.

Now there’s a cheery thought to go to bed with.

But that’s truth for you.",0,reasons,Other,ContextCounter
1253,1493344715101675528,1,CN,1493348086722273283," It’s not as simple as you imply. I’m a Remainer, a proud European, &amp; a former MFL teacher. The Brexit vote broke my heart. We’ve turned our backs on Europe. Our only way forward, if we love the EU, is to bide our time, back Labour, &amp; hope time will persuade.",1,emotions,Other,ContextCounter
1125,1508225652012507138,0,HS,1508225652012507138,"   ?????? When your opinion is ""I don't like lesbian unless it's in porn"", I hope you either CHANGE FOR GOOD and be sorry, or that no one talks to you anymore. Do I have to point out what is the problem with this ""opinion""?",0,reasons,Sexism,ContextCounter
1126,1508225652012507138,1,CN,1508251216299671552,"   Nope. I don't share it, it's not a good take. But that's Diff opinion, like it or not, he's entitled to have them.

Plus, I'm preeeetty sure he no longers believes that.

Either way, don't like it? Keep scrolling, that's my take on this. I'm not defending Diff.",1,emotions,Sexism,ContextCounter
178,1402992289815793669,0,HS,1402992289815793669,GOD I HATE FEMALE CAST SO BAD https://t.co/fKKsb47bkx,0,reasons,Sexism,ContextCounter
179,1402992289815793669,1,CN,1403001411558801417," THIS IS THE FUNNIEST SHIT I HAVE EVER SEEN HOW CAN YOU LOOK AT THIS AND SAY ""yeah this seems right""",1,reasons,Sexism,ContextCounter
791,1344291785929940996,0,HS,1344291785929940996,"See this pic now, that's why i hate muslims😒🙄. 

#Islamophobia_in_india https://t.co/8gsavtRXwA",0,reasons,Religious,ContextCounter
792,1344291785929940996,1,CN,1345793871196815360, You can’t just trigger a religion due to certain people....you all be disregarding such people in other religion lmao....islamophobia is a never ending topic in india periodt✨,1,reasons,Religious,ContextCounter
37,1461841405882552327,0,HS,1461841405882552327,Wow I hate drunk people.. pet peeve since a child lol,0,reasons,Other,ContextCounter
38,1461841405882552327,1,CN,1462033246213099529, Say you hate me without saying you hate me,1,emotions,Other,ContextCounter
895,1358895921615040519,0,HS,1358895921615040519,I'm sick of men using the damn headache excuse to get out of sex.,0,reasons,Sexism,ContextCounter
896,1358895921615040519,1,CN,1359082365885292547," If we were made to feel like it wasn't just the primal lust we were fulfilling and that you really want us just because of the feelings you have in our relationship, it would go a long way!!!!  

Can't we just cuddle??

Just kidding, you seem to be picking the wrong ""guys""!",1,reasons,Sexism,ContextCounter
1128,1228263677083738112,0,HS,1228263677083738112,I FUCKING HATE MEXICAN MACHISMO. ITS SOMETHING ILL NEVER PROCESS. I WANT TO THROW UP 🤢. She was 25 and her oldest son was 14???? FUCKING NASTY. https://t.co/wALBYhPOEQ,0,reasons,Racism,ContextCounter
1129,1228263677083738112,1,CN,1228359242840780800,  Idk tho was that HER son cause he ask about HIS son... at first I thought the same thing but that would mean she had him at 11?,1,emotions,Racism,ContextCounter
182,1326992232667287557,0,HS,1326992232667287557, I completely agree. The girls were so contradictory. I despise shallow people of any ilk.,0,reasons,Sexism,ContextCounter
183,1326992232667287557,1,CN,1326992637845499907," Sexual attraction and not wanting to be sexually objectified are also two different things. People are allowed to have preferences towards tall men, brunette women etc and still not want to be objectified themselves.",1,reasons,Sexism,ContextCounter
